業績

コード,年度,売上高,営業利益,経常利益,純利益,EPS,ROE,ROA
1301,2025/03,302681000000,11079000000,10857000000,6740000000,567.46,10.13,3.7
130A,2024/12,194643000,-212851000,-233562000,-236442000,-37.11,-,-
1332,2025/03,886126000000,31779000000,35301000000,25381000000,81.66,9.16,4
1333,2025/03,1078631000000,30381000000,32254000000,23264000000,461.88,10.13,3.42
135A,2025/02,2144000000,594000000,595000000,425000000,42.04,29.89,22.69
1375,2025/03,53139000000,2419000000,-,1502000000,37.65,12.15,3.97
1376,2024/05,61598847000,1478908000,1570474000,1177699000,103.28,4.82,2.42
1377,2024/05,88677000000,10495000000,11124000000,16162000000,365.21,10.1,8.39
1379,2025/03,83104000000,6628000000,6953000000,4441000000,140.62,7.82,4.13
137A,2024/05,1027747000,215045000,203233000,149975000,53.43,22.63,18.93
1380,2025/03,7957000000,-3000000,51000000,28185000,6.76,1.29,0.4
1381,2024/06,25836000000,1570000000,1780000000,1239000000,220.63,5.98,5.07
1382,2024/06,2519019000,32703000,38094000,20012000,26.27,2.6,1.78
1383,2024/10,7094887000,22459000,-16125000,39936000,25,1.93,0.7
1384,2025/03,19397000000,1925000000,2001000000,2181000000,257.83,15.41,11.35
138A,2024/11,2566848000,217082000,191253000,100327000,109.64,8.04,4.17
1400,2023/12,2659008000,-8765000,38731000,107199000,8.24,4.26,3.37
1401,2024/05,4356628000,495022000,527537000,403885000,54.05,11.63,9.16
1407,2024/08,50390000000,10597000000,9956000000,6757000000,167.43,20.33,5.37
1414,2024/06,85419000000,19666000000,20436000000,14321000000,273.72,13.89,11
1417,2025/03,578599000000,27985000000,27470000000,17179000000,189.4,6.57,3.19
1418,2025/02,16940000000,875000000,875000000,705077000,45.43,16.73,7.47
1419,2024/05,247733000000,12586000000,12877000000,8752000000,301.91,22.85,9.77
141A,2024/06,717948000000,19161000000,19789000000,11439000000,109.76,9.89,4.03
1420,2025/03,45518000000,956000000,1167000000,673000000,60.2,4.39,1.33
1429,2024/12,30265345000,2575689000,2604134000,1839630000,58.56,17.44,7.64
142A,2025/03,2400000000,62000000,58000000,-184000000,-63.54,-,-
1430,2024/05,28485091000,1453677000,1422240000,944916000,79.15,11.16,3.98
1431,2024/06,15435172000,495802000,598350000,387574000,17.22,8.48,3.3
1433,2025/01,10897474000,373633000,592069000,409806000,46.25,8.46,3.71
1434,2024/08,14804607000,1143651000,1213276000,1012359000,146.74,15.26,5.71
1435,2024/12,13157735000,1043974000,1018066000,912829000,10.16,9.81,6.9
1436,2025/04,11616000000,543000000,408000000,275507000,67.23,5.2,2.03
1438,2024/09,5198677000,447218000,455947000,340464000,105.84,8.91,6.43
1439,2024/12,8082000000,340000000,327000000,202000000,146.51,8.03,3.67
143A,2025/03,1393000000,245000000,232000000,177571000,92.89,14.78,8.07
1443,2025/03,4906000000,623000000,770000000,491949000,30.3,4.51,3.04
1444,2024/07,4678961000,56392000,63465000,25154000,23.12,1.68,0.91
1446,2024/09,13224257000,359202000,350393000,137956000,14.96,4.93,2.25
1447,2025/03,28855000000,333000000,142000000,-129176000,-5.28,-,-
1449,2024/12,1113684000,-64477000,-61916000,-7896000,-3.71,-,-
1450,2025/03,12286000000,2328000000,2341000000,1576000000,181.17,19.17,13.85
1451,2024/03,10062575000,574626000,532281000,355661000,89.17,5.56,2.37
145A,2024/12,1594038000,47256000,18653000,13054000,2.67,0.76,0.48
146A,2024/12,20981000000,3892000000,3519000000,2238000000,691.9,18.5,4.29
147A,2025/03,8993000000,656000000,619000000,352000000,7.82,3.5,2.63
148A,2024/12,2367523000,183252000,155063000,130952000,72.7,16.85,5.39
1491,2025/03,162345000000,1417000000,1238000000,1218720000,4.23,14.89,7.38
149A,2024/12,1232218000,78065000,48758000,16073000,5.27,1.64,1.31
150A,2025/03,3967000000,176000000,185000000,144000000,25.64,7.06,4.83
1514,2025/03,10264000000,48000000,4711000000,4195000000,76.76,14.97,14.44
1515,2025/03,196766000000,10257000000,11437000000,9019000000,546.7,6.37,3.76
1518,2025/03,60574000000,7615000000,8448000000,8645000000,750.07,13.23,7.35
151A,2024/06,12363389000,542316000,546588000,320998000,42.86,16.94,7.44
153A,2024/12,1225271000,412666000,388328000,276298000,44.6,21,13.65
155A,2024/12,5847966000,413118000,396660000,273173000,27.73,15.59,9.7
156A,2024/08,5281603000,810000000,763988000,709632000,73.1,35.06,21.77
157A,2024/06,1957473000,231029000,231039000,156190000,59.33,10.61,8.44
1605,2024/12,2265837000000,1271789000000,-,427344000000,345.31,8.86,5.79
160A,2025/03,17917000000,1305000000,1350000000,956000000,269.56,22.96,4.47
165A,2025/03,11424106000,2070093000,2069728000,1485925000,14.4,22.46,13.84
1662,2025/03,389082000000,62012000000,64221000000,81153000000,314.91,15.38,11.91
1663,2024/12,92421000000,8820000000,9830000000,6167000000,231.37,6.4,5.16
166A,2024/09,47455431000,4065284000,3560423000,2217276000,53.39,10.41,3.73
167A,2025/03,359811000000,8542000000,7133000000,9387000000,234.36,7.14,4.07
168A,2025/01,3605561000,271569000,244397000,165042000,118.47,13.7,4.53
1711,2025/03,4035000000,-14000000,-97000000,-151714000,-15.28,-,-
1712,2025/02,19944000000,2253000000,2256000000,1234000000,73.51,7.05,4.25
1716,2024/06,20918336000,2455559000,2829176000,1973240000,174.38,10.86,9.03
1717,2025/03,5716000000,1226000000,1230000000,910000000,78.11,16.32,11.34
1718,2024/12,27292198000,1134578000,1155032000,658231000,602.24,4.18,2.02
1719,2025/03,425160000000,35243000000,34053000000,26444000000,168.75,15.45,7.11
1720,2025/03,293139000000,8839000000,9701000000,6631000000,62.72,6.52,2.42
1721,2025/03,614631000000,45998000000,46650000000,30076000000,253.54,8.04,5.57
1723,2025/03,43061000000,9120000000,9307000000,6414000000,402.81,16.24,12.13
1724,2024/12,11711000000,653000000,741000000,547000000,117.64,8.9,4.82
1726,2025/03,40770000000,1953000000,1880000000,1268000000,28.27,8.47,3.02
1730,2024/03,3139575000,-182847000,-174985000,-386169000,-113.12,-,-
1734,2023/03,13301801000,-2059254000,-2064358000,-2880902000,-4568.11,-,-
1736,2025/03,31424000000,4024000000,4222000000,2874139000,186.1,12.84,8.29
1738,2025/03,10328000000,278000000,305000000,402463000,99.3,8.67,5.4
1739,2023/06,35745038000,1989264000,1786179000,1103989000,181.39,12.94,3.8
173A,2025/03,4707000000,791000000,828000000,618000000,146.98,22.67,10.07
1743,2024/09,12061118000,530694000,552348000,593036000,260.75,6.62,3.96
1757,2024/03,1580420000,-1491561000,-1514255000,-1509864000,-5.68,-,-
1758,2025/01,13482097000,170132000,244689000,229764000,115.51,2.6,1.99
175A,2024/12,512785000,-227975000,-223018000,-223962000,-154.68,-,-
1762,2025/03,346685000000,11460000000,10619000000,6452000000,185.3,4.69,2.39
1764,2024/06,20510369000,427033000,397742000,175216000,140.62,3.63,1.13
1766,2025/04,366640000000,22258000000,22752000000,15778000000,1173.63,11.8,6.9
1768,2025/03,15196000000,658000000,737000000,500000000,68.44,5.3,3.88
176A,2024/06,38709151000,2793984000,2769468000,1986995000,108.85,23.93,11.34
1770,2025/03,32646000000,2951000000,3123000000,1787461000,194.98,9.42,5.9
1771,2024/09,17545856000,873436000,928479000,688502000,138.89,7.55,4.94
1775,2024/03,103649000000,7879000000,8129000000,5413000000,601.93,13.04,6.68
1776,2025/03,30157000000,224000000,270000000,167000000,18.17,1.23,0.68
1777,2025/03,29159000000,2713000000,2733000000,1958000000,163.66,14.68,8.07
177A,2025/03,5206000000,991000000,1065000000,794759000,157.56,13.75,8.77
1780,2025/03,35613000000,3891000000,3968000000,3002357000,158.63,12.9,9.74
1783,2024/09,8806039000,701995000,664308000,290559000,1.71,4.39,2.04
1786,2025/03,64553000000,5434000000,5556000000,3715000000,28.07,7.25,4.79
1787,2025/03,14725000000,1457000000,1502000000,1047000000,425.45,11.99,8.62
1788,2024/06,7400143000,199295000,208252000,132314000,214.43,4.17,2.93
1789,2023/09,8074215000,281345000,312959000,76035000,11.94,2.81,1.14
1793,2025/03,70092000000,1814000000,2110000000,1788000000,63.45,2.76,1.98
1795,2024/09,8947614000,407517000,421161000,277432000,313.54,5.62,3.31
1798,2025/03,50266000000,2293000000,2373000000,1651794000,759.01,10.36,4.84
1799,2025/03,58005000000,7193000000,7604000000,5242000000,277.96,7.32,6.24
1801,2025/03,2154223000000,120160000000,134505000000,123824000000,682.78,14.3,5.1
1802,2025/03,2620101000000,143442000000,153383000000,146052000000,203.88,12.61,4.8
1803,2025/03,1944360000000,71030000000,71664000000,66015000000,94.8,7.68,2.62
1805,2024/03,132049000000,5252000000,4775000000,3403000000,177.82,6.98,2.26
1807,2025/03,40422000000,1177000000,1328000000,891639000,143.21,4.18,2.52
1808,2025/03,1177353000000,84701000000,83408000000,34450000000,126.2,6.48,2.52
1810,2025/03,99253000000,3382000000,3843000000,2726000000,94.3,5.39,3.37
1811,2025/03,120660000000,3712000000,5098000000,3504000000,489.26,3.62,1.69
1812,2025/03,2911816000000,151882000000,160663000000,125817000000,266.49,10,3.64
1813,2025/03,69557000000,3177000000,3366000000,2202000000,145.26,6.43,3.43
1814,2025/03,89027000000,3695000000,3710000000,2060000000,197.43,8.96,3.71
1815,2025/03,185114000000,3459000000,3026000000,3429000000,242.74,4.91,1.52
1820,2025/03,366811000000,21098000000,20225000000,17543000000,444.45,10.19,2.96
1821,2025/03,462982000000,7587000000,3725000000,855000000,5.45,1.22,0.22
1822,2025/03,143394000000,5533000000,5204000000,3691000000,41.91,5.16,2.46
1826,2025/03,32264000000,960000000,968000000,611000000,39.83,3.94,2.22
1827,2025/03,110538000000,3280000000,3724000000,2904000000,84.5,6.78,3.6
1828,2025/03,50832000000,3837000000,3906000000,2593000000,247.46,10.03,5.64
1832,2025/03,68925000000,3482000000,3654000000,2481000000,119.75,7.45,4.98
1833,2025/03,298222000000,9731000000,8926000000,2722000000,73.98,1.54,0.69
1835,2025/03,160047000000,15526000000,16035000000,11564447000,335.87,9.67,6.39
1840,2024/10,33278708000,152990000,186608000,758488000,30.34,5.87,2.79
1841,2025/03,10411000000,689000000,718000000,480272000,148,4.15,3.33
1844,2024/07,5981732000,621857000,595277000,414329000,22.72,7.48,3.47
1847,2025/03,98999000000,6866000000,6800000000,4697000000,647.06,13.79,6.95
1848,2025/03,33771000000,885000000,851000000,2187000000,123.24,17.77,5.79
184A,2025/04,289000000,-297000000,-312000000,-318000000,-141.88,-,-
1850,2025/03,52945000000,2381000000,2388000000,1714000000,59.46,9.91,4
1852,2025/03,167005000000,6867000000,6545000000,4692000000,58.21,10.27,4.07
1853,2025/03,29454000000,1081000000,1046000000,921000000,28.12,6.18,3.64
1860,2025/03,586661000000,26638000000,29088000000,25185000000,83.59,7.36,2.73
1861,2025/03,498581000000,14299000000,14411000000,9354000000,217.72,5.14,2.02
1866,2025/03,80853000000,3640000000,4070000000,3381000000,562.12,7.25,4.47
1867,2025/03,50703000000,2853000000,2950000000,1934620000,297.06,6.67,3.8
1869,2025/03,93170000000,6386000000,6912000000,5184000000,205.36,7.03,4.72
186A,2025/04,2456956000,-18755000000,-,-21551000000,-188.9,-,-
1870,2025/03,140699000000,8654000000,8616000000,5643000000,131.15,8.2,3.91
1871,2025/03,135627000000,12315000000,12252000000,8217000000,175.9,14.2,6.28
1873,2024/04,12890000000,-1274000000,-1455000000,-1244000000,-31.1,-,-
1878,2024/03,1731467000000,104819000000,108720000000,74685000000,1110.58,18.55,6.91
1879,2025/03,131662000000,18310000000,18369000000,12816000000,219.12,10.48,7.41
1882,2025/03,126575000000,5015000000,5206000000,4127000000,89.22,7.45,4.55
1884,2025/03,164294000000,9895000000,10134000000,6324000000,143.91,6.05,4.03
1885,2025/03,330472000000,20621000000,20073000000,14908000000,187.92,13.99,4.99
1887,2024/05,135701000000,-9404000000,-9343000000,-7191000000,-86.22,-,-
1888,2025/03,86462000000,5220000000,5228000000,3690000000,289.92,7.64,4.02
1890,2025/03,172605000000,11651000000,11071000000,8311000000,88.48,10.78,4.61
1892,2025/03,71516000000,1553000000,1646000000,1352000000,652.65,6.83,2.55
1893,2025/03,727491000000,21697000000,18839000000,12460000000,44.12,7.24,1.89
1897,2024/12,9743000000,273000000,479000000,321000000,148.91,1.74,1.47
1898,2025/03,99358000000,5842000000,5788000000,3887000000,106.44,9.32,4.71
1899,2024/12,166589000000,7665000000,7957000000,5309000000,641.56,6.27,3.72
189A,2024/05,1189515000,281044000,274485000,177372000,115.63,13.95,2.02
1904,2025/03,62502000000,3115000000,3483000000,2487400000,408.47,9,5.36
1905,2025/03,23717000000,1115000000,1164000000,749323000,113.29,5.79,3.56
1909,2025/03,55727000000,6128000000,5817000000,3958000000,590.65,15.44,7.77
190A,2024/08,-,-1801396000,-1824707000,-1827127000,-31.11,-,-
1911,2024/12,2053650000000,194588000000,197955000000,116528000000,569.41,12.66,5.15
1914,2025/03,30279000000,1891000000,1924000000,1439806000,74.13,6.27,4.53
1921,2025/03,34670000000,3932000000,4716000000,14849605000,372.26,23.81,12.75
1925,2025/03,5434819000000,546279000000,515985000000,325058000000,514,12.43,4.61
1926,2025/03,121457000000,12811000000,13169000000,9919000000,214.3,11.29,8.12
1928,2025/01,4058583000000,331366000000,301627000000,217705000000,335.95,11.09,4.53
1929,2025/03,67216000000,3679000000,3764000000,2408000000,57.69,7.01,4.23
192A,2024/05,2197835000,983874000,983497000,672348000,336.17,49.35,31.7
1930,2025/03,55607000000,4351000000,4611000000,3187000000,113.86,7.2,5.25
1934,2025/03,257204000000,16185000000,17302000000,11982000000,169.91,8.12,5.13
1938,2025/03,68669000000,5199000000,5955000000,4733323000,191.24,7.43,5
1939,2025/03,105877000000,8073000000,8536000000,5173000000,109.45,7.98,5.19
1941,2025/03,221885000000,21698000000,23434000000,19895000000,366.88,8.78,6.77
1942,2025/03,671888000000,58326000000,59498000000,42380000000,207.35,11.52,7.03
1944,2025/03,705058000000,60979000000,64546000000,47250000000,236.26,7.89,5.75
1945,2025/03,67722000000,2665000000,3342000000,2900000000,86.64,4.24,2.68
1946,2025/03,270966000000,16041000000,15360000000,10765000000,115.65,7.88,3.47
1948,2025/03,39264000000,3081000000,3169000000,2737000000,309.56,12.55,8.2
1949,2025/03,203639000000,17886000000,18914000000,12800000000,363.5,11.26,6.48
194A,2024/06,4990639000,827469000,800898000,558406000,75.2,26.42,9.65
1950,2025/03,216922000000,17934000000,19400000000,13192000000,223.82,6.74,4.45
1951,2025/03,670822000000,42465000000,43508000000,26855000000,128.97,8.36,4.18
1952,2025/03,137684000000,11346000000,11976000000,9656000000,211.6,13.95,8.17
1954,2023/06,141527000000,6080000000,-,3093000000,205.29,3.82,1.58
1959,2025/03,473954000000,41388000000,44434000000,28883000000,408.35,9.31,5.91
195A,2025/03,2986000000,88000000,95000000,112000000,38.36,9.62,3.15
1960,2025/03,67859000000,2123000000,2639000000,1748000000,113.84,5.74,2.96
1961,2025/03,253136000000,21893000000,23071000000,17203000000,326.31,16.2,8.57
1963,2025/03,858082000000,-11474000000,11320000000,-398000000,-1.65,-,-
1964,2025/03,36247000000,2735000000,3003000000,2998000000,407.59,10.58,6.15
1965,2025/03,84190000000,9629000000,9935000000,7256000000,344.88,13.71,9.05
1966,2025/03,58067000000,2933000000,2877000000,2309002000,362.01,11.39,5.11
1967,2025/03,53168000000,4796000000,5283000000,3932952000,158.26,9.56,6.68
1968,2025/03,125670000000,13037000000,13808000000,9753000000,482.81,8.58,6.29
1969,2025/03,381661000000,32415000000,34970000000,27631000000,416.15,15.29,8.25
196A,2024/06,1889942000,-110789000,-144470000,-121571000,-18.86,-,-
1971,2023/03,9592256000,102849000,92540000,-181801000,-77.32,-,-
1972,2025/03,45362000000,4112000000,4139000000,2941000000,762.78,10.85,7.1
1973,2024/03,359505000000,25120000000,24684000000,15329000000,102.9,10.05,5.38
1975,2025/03,91947000000,7248000000,7582000000,6229000000,241.93,14.82,7.7
1976,2025/03,66283000000,10613000000,11235000000,8454000000,174.67,12.33,9.54
1979,2025/03,276212000000,17971000000,19938000000,11026000000,169.43,7.45,4.11
197A,2024/06,18434863000,8030094000,7840625000,5774086000,57.74,42.27,19.73
1980,2025/03,262732000000,23037000000,23479000000,17443000000,406.8,16.3,8.1
1981,2025/03,37416000000,1483000000,1674000000,1133000000,103.9,6,4
1982,2025/03,89786000000,7456000000,8138000000,5906000000,265.01,8.38,5.91
198A,2024/05,945278000,351016000,383667000,263154000,26.32,30.41,20.57
1992,2025/03,7179000000,625000000,712000000,431000000,185.68,7.05,4.54
1994,2024/12,9383723000,593804000,671761000,372702000,45.79,3.46,2.69
1997,2024/08,8825161000,751077000,783426000,559327000,275.74,8.21,5.43
1999,2024/06,4676369000,195155000,782757000,713521000,1131.84,13.5,8.23
2001,2025/03,410878000000,21486000000,24393000000,24757000000,317.27,10.22,6.2
2002,2025/03,851486000000,46380000000,49210000000,34684000000,117.33,7.15,4.39
2003,2025/03,72341000000,5096000000,5559000000,3550000000,389.89,7.19,5.64
2004,2025/03,334425000000,11126000000,13591000000,11599000000,355.98,8.59,4.54
2009,2024/12,26168384000,1063122000,1401841000,950007000,40.81,2.65,2.09
202A,2025/03,10551000000,2070000000,2051000000,1433000000,89.35,42.04,30.41
2053,2025/03,209837000000,4281000000,4815000000,3503000000,118.47,5.2,3.45
2055,2025/03,48577000000,906000000,1143000000,310000000,17.12,1.7,1.04
2058,2025/03,14126000000,146000000,285000000,80000000,20.24,1.56,0.56
205A,2024/05,31714580000,1391344000,1358423000,890165000,230.73,28.78,6.65
2060,2025/03,296045000000,6343000000,6789000000,5387000000,140.82,9.86,4.34
206A,2024/09,305620000,-782392000,-831518000,-1049514000,-33.53,-,-
2107,2025/03,18414000000,1336000000,536000000,243000000,44.57,2.24,1.83
2108,2025/03,64796000000,535000000,1124000000,2703000000,215.09,3.66,2.67
2109,2025/03,178785000000,13840000000,14483000000,6295000000,195.03,5.49,3.11
2112,2025/03,32519000000,2880000000,3052000000,2136000000,77.9,12.85,7.26
2114,2025/03,28209000000,3232000000,3651000000,2845999000,107.4,11.94,8.43
2117,2025/03,97069000000,8024000000,-,5565000000,170.05,7.63,5.04
211A,2024/07,6475089000,637497000,601122000,405173000,533.72,9.88,4.82
2120,2024/09,26312000000,-6443000000,-,-8463000000,-66.12,-,-
2121,2025/03,154847000000,26600000000,26511000000,17601000000,255.42,9.83,7.8
2122,2024/09,7909961000,555754000,490369000,59522000,9.48,1.06,0.53
2124,2024/12,39156000000,9090000000,9122000000,5611000000,35.22,31.01,21.57
2127,2025/03,44077000000,16715000000,16918000000,10955000000,34.54,23.22,17.73
212A,2024/10,6673497000,1631691000,1600754000,1082123000,71.24,36.36,18.44
2130,2024/03,20467084000,41722000,-,126515000,9.71,2.13,1.1
2134,2025/03,701000000,-579000000,-601000000,-835207000,-2.99,-,-
2136,2025/03,5969000000,565000000,564000000,413000000,105.56,10.38,7
2137,2025/03,3043000000,-361000000,-263000000,-296000000,-141.68,-,-
2138,2025/03,14191000000,-1025000000,-837000000,-530396000,-53.74,-,-
2139,2025/03,11332980000,309792000,322594000,163736000,24.08,8.09,3.23
2146,2025/03,194748000000,8074000000,8268000000,8965000000,225.3,30.64,13.51
2148,2025/03,8100911000,2028000000,-,1496000000,77.16,15.95,13.6
2150,2024/12,11182987000,2361302000,2367971000,1139848000,25.79,10.23,8.08
2151,2023/03,46061000000,4750000000,4479000000,2745000000,95.93,7.67,3.03
2152,2025/03,7073000000,1164000000,1240000000,872000000,80.72,8.48,6.46
2153,2024/05,37207000000,4348000000,4597000000,3032000000,193.59,9.31,7.32
2154,2024/06,173225000000,14293000000,-,11768000000,135.76,16.08,10.1
2156,2025/03,2097648000,9000000,84000000,27262000,6.51,1.34,0.64
2157,2024/08,63263940000,10164157000,10934575000,6735312000,82.7,22.2,10.91
2158,2025/03,6099000000,527000000,543000000,555086000,14.1,18.71,8.58
215A,2024/10,26880693000,4247676000,3924631000,2797078000,29.32,30.81,10.53
2160,2024/12,23611705000,1402301000,-,1098233000,21.96,3.01,1.53
2162,2025/03,75707000000,1650000000,1650000000,630626000,39.79,11.97,1.74
2163,2025/01,11125970000,1810142000,1821912000,1260601000,118.64,26.77,18.85
2164,2024/08,2977195000,34307000,16988000,3476000,1.64,1.15,0.28
2168,2024/05,356733000000,6794000000,7152000000,95891000000,2447.55,64.58,31.85
2169,2024/12,10492254000,1506502000,1505449000,1056588000,154.93,11.87,9.28
2170,2024/12,37458000000,5485000000,-,3691000000,34.37,32.71,11.12
2172,2024/06,2524982000,94449000,107712000,122295000,76.2,16.88,10.49
2173,2024/12,18845437000,1393718000,1381244000,999210000,64.53,29.78,12.65
2175,2025/03,60952000000,6335000000,8357000000,6054000000,70.96,12.86,7.91
2179,2025/03,14287000000,778000000,758000000,461000000,83.09,11.95,4.87
2180,2024/06,17908253000,1465417000,1501382000,795167000,53.3,20.02,9.38
2181,2025/03,1451238000000,57426000000,-,35871000000,16.17,18.92,6.65
2183,2025/03,10437000000,-583000000,-498000000,-539000000,-23.86,-,-
2185,2024/09,19523921000,2975450000,3182542000,2078955000,156.72,10.08,7.87
2186,2025/02,8682000000,612000000,645000000,432000000,54.91,9.99,7.6
218A,2024/07,815308000,-440786000,-434732000,-437972000,-25.53,-,-
2193,2024/12,5876631000,673627000,-,1332453000,15.58,9.78,8.87
2195,2024/12,4931476000,473480000,557890000,423184000,24.11,15.86,6.42
2196,2025/03,26179000000,803000000,700000000,314018000,23.25,5.01,1.47
2198,2024/10,23263539000,2490989000,2525917000,1702027000,59.35,16.1,8.22
219A,2024/10,873610000,-1038802000,-818581000,-812725000,-49.43,-,-
2201,2025/03,228957000000,21266000000,22304000000,17710000000,200.85,13.53,8.43
2204,2025/03,37248000000,1070000000,1277000000,885000000,152.53,3.27,2.03
2206,2024/12,331129000000,11065000000,13348000000,8113000000,127.52,2.98,2.15
2207,2025/03,28071000000,1405000000,2671000000,4719000000,278.83,8.59,5.66
2208,2025/03,113475000000,7470000000,7585000000,5566000000,231.16,9.05,5.81
2209,2025/03,51121000000,3005000000,3169000000,2198442000,168.31,9.94,5.99
220A,2024/09,2317183000,334529000,310027000,219278000,89.34,10.41,8.54
2211,2024/12,109984000000,2298000000,3130000000,1672000000,64.87,2.89,1.85
2212,2024/12,1244488000000,51873000000,56305000000,36015000000,178.58,8.74,4.16
2215,2024/12,27183000000,604000000,598000000,2055000000,296.82,25.52,13.02
2216,2024/12,31778392000,4284214000,4315472000,3260024000,232.56,19.37,11.2
2217,2025/01,36017735000,2058795000,2098218000,1414986000,68.85,7.26,5.53
2218,2025/03,18444000000,264000000,274000000,213000000,101.78,4,1.52
2220,2025/03,103262000000,5500000000,6916000000,5417000000,256.93,7.17,4.37
2221,2025/03,24954000000,815000000,3964000000,2909027000,279.63,4.28,3.19
2222,2025/03,72349000000,17610000000,17686000000,12122000000,77.99,30.24,23.32
2224,2025/03,7111000000,66000000,71000000,42000000,12.09,2.06,0.89
2226,2025/03,59383000000,4019000000,4017000000,2590000000,242.79,13.58,6.63
2229,2025/03,322564000000,29066000000,29844000000,20874000000,167.1,10.17,6.54
2264,2025/03,561173000000,29658000000,29864000000,5459000000,64.59,2.05,1.05
2266,2024/12,42924075000,1865109000,1957228000,1041000000,53.43,3.37,2.03
2267,2025/03,499683000000,55391000000,75860000000,45533000000,150.47,7.93,5.27
2268,2024/12,30688195000,2363899000,2387605000,1543640000,160.2,11.32,5.87
2269,2025/03,1154074000000,84702000000,82013000000,50800000000,186.08,6.79,4.29
2270,2025/03,615819000000,19125000000,20262000000,13904000000,205.93,5.68,3.23
2281,2025/03,458354000000,8948000000,10502000000,7076000000,140.79,5.93,2.95
2282,2025/03,1370553000000,35934000000,-,26585000000,263.06,5.07,2.8
2286,2025/03,49267000000,1076000000,1363000000,1055000000,123.31,8.95,3.82
2288,2025/03,234970000000,5469000000,6056000000,5488000000,222.03,8.29,4.54
228A,2024/11,2104685000,214215000,210739000,150872000,83.16,13.98,6.58
2291,2025/03,24621000000,-621000000,-614000000,-640000000,-191.81,-,-
2292,2025/02,444546000000,5143000000,6388000000,2667000000,84.28,2.19,1.16
2293,2025/03,28088000000,-432000000,-405000000,-495221000,-241.16,-,-
2294,2025/04,36104000000,1500000000,1538000000,701000000,71.51,4.66,3.65
2296,2025/03,988771000000,19576000000,20750000000,13097000000,230.87,4.59,2.8
2300,2025/02,5380000000,96000000,182000000,83000000,15.78,3.88,1.89
2301,2024/10,10730691000,2656628000,3053781000,2229894000,160.77,15.42,13.32
2303,2024/05,1500658000,533114000,547184000,388116000,125.08,15.65,13.78
2304,2024/09,17631382000,595967000,630260000,429039000,85.9,16.04,7.23
2305,2025/02,35598000000,3021000000,3051000000,1365000000,80.37,4.58,3.31
2307,2025/03,16194000000,1836000000,1898000000,1316000000,93.12,22.48,12.5
2309,2023/09,104701000000,10267000000,10022000000,7152000000,416.22,19.82,10.19
2311,2024/12,5607016000,334535000,441109000,327110000,36.58,7.04,5.62
2315,2024/10,5606650000,115243000,138774000,30640000,0.22,1.85,1.26
2317,2025/03,83621000000,12067000000,11855000000,8480000000,23.17,26.12,16.38
231A,2024/09,4313337000,488651000,494393000,325438000,150.5,12.31,8.41
2321,2025/03,823000000,28000000,-58000000,-81000000,-2.62,-,-
2323,2025/03,1268000000,149000000,163000000,169000000,24.58,18.06,7.86
2325,2024/12,22594177000,2993313000,3140335000,2115656000,222.22,8.1,6.8
2326,2025/03,9982000000,4558000000,4562000000,3183000000,232.79,18.36,14.07
2327,2025/03,338301000000,38497000000,-,27049000000,147.83,10.36,6.42
2329,2025/03,45686000000,2682000000,3344000000,8363000000,61.95,9.85,8.08
2330,2024/12,5340241000,50293000,47563000,64417000,1.63,2.58,1.81
2331,2025/03,551881000000,40201000000,43107000000,27105000000,55.41,8.01,4.74
2332,2025/03,14936000000,1055000000,1112000000,767000000,143.15,10.57,7.81
2334,2025/03,3549000000,-20000000,-24000000,-493000000,-186.35,-,-
2335,2025/03,18351000000,1380000000,1393000000,1261000000,83.79,11.6,8.78
2337,2025/02,83576000000,16309000000,13764000000,15187000000,34.86,13.68,3.73
2338,2025/02,698000000,-477000000,-464000000,-317243000,-7.13,-,-
2340,2025/03,15164000000,1140000000,1279000000,769000000,24.66,21.59,5.9
2341,2025/02,4160000000,68000000,88000000,-467935000,-25.58,-,-
2342,2025/03,13005000000,-259000000,-319000000,-1089641000,-65.51,-,-
2344,2025/03,10597522000,1742738000,1887046000,1362443000,113.7,6.3,3.95
2345,2024/10,1613430000,-1133737000,-1151352000,-1960239000,-114.63,-,-
2349,2025/03,24968000000,3077000000,3403000000,2367000000,216.65,10.99,8.38
2351,2025/03,2741544000,161125000,-,246771000,31.04,8.53,5.06
2353,2024/07,32693336000,6461346000,6511300000,5104882000,16.1,33,12.12
2354,2025/02,19944000000,1408000000,1529000000,1038798000,56.84,15.3,7.85
2359,2025/03,24599000000,3175000000,3267000000,2242340000,156.18,12.11,8.91
2370,2024/09,768501000,-1384790000,-1261583000,-1276994000,-5.04,-,-
2371,2025/03,78435000000,29293000000,-,20032000000,101.33,32.41,21.42
2372,2024/03,17740000000,1134000000,1769000000,1415000000,116.87,11.08,3.81
2373,2024/10,45396768000,-460649000,-239252000,278421000,20.64,5.91,0.88
2374,2025/03,56298000000,2429000000,2465000000,1487309000,60.33,8.86,4.88
2375,2024/10,25369014000,-404147000,-427767000,-725553000,-36.66,-,-
2376,2025/03,16491000000,478000000,492000000,274892000,49.02,3.42,1.86
2378,2025/03,63737000000,1946000000,1224000000,766000000,40.54,6.33,1.38
2379,2025/02,56386000000,13405000000,13257000000,8951259000,168.41,24.98,17.72
2384,2024/12,448145000000,17704000000,18463000000,9619000000,242.19,10.9,3.03
2385,2024/06,5158458000,-610007000,-565818000,-662203000,-25.32,-,-
